Complex number, complex name, wind turbine number (temporary), completion date, classification, address, X-coordinate (GRS80_C_x), Y-coordinate (GRS80_C_y), latitude (lat), longitude (lon), capacity (kW), manufacturer
42,Yeongheung2,5,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",514837.8972,149910.842,37.23135436,126.435562,3000,Doosan Enerbility
42,Yeongheung2,6,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",514855.3076,150363.2918,37.23153541,126.4406591,3000,Doosan Enerbility
42,Yeongheung2,7,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",514854.2387,150623.8642,37.23153962,126.4435953,3000,Doosan Enerbility
42,Yeongheung2,8,13-9,Onshore,"293beon-gil 52, Yeongheungnam-ro, Yeongheung-myeon, Ongjin-gun, Incheon Metropolitan City (San 168, Oe-ri, Yeongheung-myeon, Ongjin-gun)",514849.1876,150882.4187,37.23150776,126.4465091,3000,Doosan Enerbility
43,Daegwallyeong2,1,13-1,Onshore,"5754, Gyeonggang-ro, Daegwallyeong-myeon, Pyeongchang-gun, Gangwon-do",566469.7168,354999.9358,37.68481476,128.7571582,2000,Hyundai Electric
44,Daemyung Yeongam,1,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",247864.3217,178020.3622,34.82641918,126.7597344,2000,Hyundai Electric
44,Daemyung Yeongam,2,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",247606.3929,177824.489,34.82408996,126.7576001,2000,Hyundai Electric
44,Daemyung Yeongam,3,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",247370.1274,177812.1995,34.82195999,126.757472,2000,Hyundai Electric
44,Daemyung Yeongam,4,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",247166.0401,177658.256,34.82011698,126.7557948,2000,Hyundai Electric
44,Daemyung Yeongam,5,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246583.4816,178334.9306,34.8148804,126.7632061,2000,Hyundai Electric
44,Daemyung Yeongam,6,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246706.0329,178512.503,34.81598884,126.7651438,2000,Hyundai Electric
44,Daemyung Yeongam,7,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246772.0974,178766.2087,34.81658967,126.7679151,2000,Hyundai Electric
44,Daemyung Yeongam,8,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246961.2269,178972.4564,34.81829877,126.7701646,2000,Hyundai Electric
44,Daemyung Yeongam,9,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",247146.8565,179203.7763,34.81997679,126.7726884,2000,Hyundai Electric
44,Daemyung Yeongam,10,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246099.8734,178306.5697,34.81052053,126.7629086,2000,Hyundai Electric
44,Daemyung Yeongam,11,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246158.9161,178609.4196,34.81105915,126.766217,2000,Hyundai Electric
44,Daemyung Yeongam,12,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246168.2366,178876.2579,34.81114873,126.7691331,2000,Hyundai Electric
44,Daemyung Yeongam,13,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246246.3965,179134.7234,34.8118586,126.7719559,2000,Hyundai Electric
44,Daemyung Yeongam,14,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246382.841,179357.0238,34.81309304,126.7743822,2000,Hyundai Electric
44,Daemyung Yeongam,15,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246358.0923,179620.5419,34.81287526,126.7772629,2000,Hyundai Electric
44,Daemyung Yeongam,16,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246188.7262,179903.9453,34.81135422,126.7803644,2000,Hyundai Electric
44,Daemyung Yeongam,17,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246420.0582,179869.3301,34.81343877,126.7799805,2000,Hyundai Electric
44,Daemyung Yeongam,18,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",245777.5614,178493.0114,34.80761915,126.7649545,2000,Hyundai Electric
44,Daemyung Yeongam,19,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",245526.6616,178147.9822,34.80535019,126.7611903,2000,Hyundai Electric
44,Daemyung Yeongam,20,13-12,Onshore,"219, Hwalseongsan-gil, Geumjeong-myeon, Yeongam-gun, Jeollanam-do",246370.8954,178206.1577,34.81296139,126.7618042,2000,Hyundai Electric
45,Honam,1,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298347.5484,139938.5817,35.27989839,126.3398168,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,2,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298316.2999,139700.9843,35.27960247,126.3372076,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,3,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298378.608,139420.4999,35.28014711,126.3341202,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,4,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297952.1798,139268.09,35.27629456,126.3324765,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,5,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297296.1431,140944.4185,35.27048206,126.3509477,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,6,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297685.1901,140835.4967,35.27398206,126.3497226,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,7,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297655.5229,140206.9239,35.27367734,126.3428166,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,8,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297644.4684,139837.3355,35.27355558,126.3387555,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,9,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297249.441,139412.9072,35.26996968,126.33412,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
45,Honam,10,14-4,Onshore,"3186-12, Hasari, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297214.1064,139130.769,35.26963411,126.331022,2000,Daewoo Shipbuilding & Marine Engineering (DSME)
46,Wolryeong,1,01-10,Onshore,"Public Waters Surrounding 320-2, Wolryeong-ri, Hallim-eup, Jeju-si, Jeju Special Self-Governing Province",87880.472,126927.2516,33.38189269,126.2146911,2000,Vestas
47,Gimnyeong (Demonstration Complex),2,14-5,Onshore,"130, Haemajihaean-ro, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",107642.1956,178239.0536,33.56232858,126.7656484,5500,Doosan Enerbility
47,Gimnyeong (Demonstration Complex),1,14-5,Onshore,"130, Haemajihaean-ro, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",107688.4328,178622.1779,33.5627532,126.7697733,5500,Hyosung
48,Windmill Yangsan,3,14-8,Onshore,"Windmill Power Yangsan Eden Valley Wind Farm, 910-47, Eosillo, Yangsan-si, Gyeongsangnam-do",316084.4335,379846.6989,35.42532655,128.9802703,2500,Samsung Heavy Industries
48,Windmill Yangsan,2,14-8,Onshore,"Windmill Power Yangsan Eden Valley Wind Farm, 910-47, Eosillo, Yangsan-si, Gyeongsangnam-do",315411.6283,380087.5444,35.41922255,128.9827722,2500,Samsung Heavy Industries
48,Windmill Yangsan,1,14-8,Onshore,"Windmill Power Yangsan Eden Valley Wind Farm, 910-47, Eosillo, Yangsan-si, Gyeongsangnam-do",315602.7199,380577.1728,35.42085525,128.9882025,2500,Samsung Heavy Industries
49,Gasado,1,14-1,Onshore,"Jindo-gun, Jeollanam-do",209086.0851,112938.7202,34.47342188,126.0523492,100,NPS
49,Gasado,2,14-1,Onshore,"Jindo-gun, Jeollanam-do",209127.2864,112999.892,34.4737984,126.0530107,100,NPS
49,Gasado,3,14-1,Onshore,"Jindo-gun, Jeollanam-do",209177.6095,113117.8713,34.47426193,126.0542897,100,NPS
49,Gasado,4,14-1,Onshore,"Jindo-gun, Jeollanam-do",209164.883,113182.1093,34.47415263,126.0549901,100,NPS
50,Saemangeum Gareuk,2,14-12,Onshore,"462, Saemangeum-ro, Okdo-myeon, Gunsan-si, Jeollabuk-do (Bian-do-ri 496)",348004.5346,157597.4523,35.72834945,126.5313196,1650,Hyundai Electric
50,Saemangeum Gareuk,1,14-12,Onshore,"462, Saemangeum-ro, Okdo-myeon, Gunsan-si, Jeollabuk-do (Bian-do-ri 496)",348174.4478,157445.9843,35.72987425,126.5296365,1650,Hyundai Electric
51,SK Gasiri,1,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87738.57286,175252.5892,33.38281273,126.7340351,3000,SGRE
51,SK Gasiri,2,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87773.23984,174870.9064,33.38311643,126.7299322,3000,SGRE
51,SK Gasiri,3,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87599.25451,175132.261,33.38155384,126.7327458,3000,SGRE
51,SK Gasiri,4,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87610.75634,174742.0233,33.38164844,126.7285516,3000,SGRE
51,SK Gasiri,5,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87385.99964,174963.3514,33.37962719,126.7309365,3000,SGRE
51,SK Gasiri,6,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87365.16576,174607.7367,33.379431,126.7271154,3000,SGRE
51,SK Gasiri,7,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87040.25044,174768.9863,33.37650532,126.7288574,3000,SGRE
51,SK Gasiri,8,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",87100.08147,174499.8256,33.37703842,126.7259632,3000,SGRE
51,SK Gasiri,9,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",86774.99044,174808.0843,33.37411462,126.7292849,3000,SGRE
51,SK Gasiri,10,15-4,Onshore,"464-65, Noksan-ro and 421-58, Noksan-ro (Old Address: San 35-1), Pyoseon-myeon, Seogwipo-si, Jeju Special Self-Governing Province",86707.11443,174502.3756,33.37349544,126.7260017,3000,SGRE
52,Gampo Dam,1,15-11,Onshore,"2694, Donghaean-ro, Oryu-ri, Gampo-eup, Gyeongju-si, Gyeongsangbuk-do",362826.3549,426790.8196,35.836625,129.5099014,2000,Hanjin Industry
53,Daegwallyeong3,1,15-1,Onshore,"506, Daegwallyeongmaru-gil, Daegwallyeong-myeon, Pyeongchang-gun, Gangwon-do (Hoenggye-ri 14-291)",566602.3239,355047.1196,37.68600099,128.7577211,1650,Hyundai Electric
54,Jeonnam 1 (Demonstration Complex),1,15-2,Onshore,"132-1, Baeksuro 3-gil, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",299078.2459,140413.5862,35.28651241,126.3449846,2300,Unison
55,Woljeong Village,1,15-4,Onshore,"169, Woljeongseo-ro, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province (Woljeong-ri 1400-45, forest land at 1400-48)",107711.9717,179317.0964,33.56297911,126.7772565,3000,Doosan Enerbility
56,Dongbok Bukchon,1,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104190.6984,174053.159,33.53111679,126.7206696,2000,Hanjin Industry
56,Dongbok Bukchon,2,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104531.8192,174071.5328,33.53419275,126.7208575,2000,Hanjin Industry
56,Dongbok Bukchon,3,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104782.667,173948.3181,33.53645136,126.7195237,2000,Hanjin Industry
56,Dongbok Bukchon,4,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104551.0778,173787.2274,33.53435944,126.7177961,2000,Hanjin Industry
56,Dongbok Bukchon,5,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104906.9412,173694.5732,33.53756559,126.7167882,2000,Hanjin Industry
56,Dongbok Bukchon,6,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",105083.4621,173496.2008,33.53915218,126.7146472,2000,Hanjin Industry
56,Dongbok Bukchon,7,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104648.5087,173524.1047,33.53523138,126.7149605,2000,Hanjin Industry
56,Dongbok Bukchon,8,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104857.375,173341.0571,33.53710994,126.7129836,2000,Hanjin Industry
56,Dongbok Bukchon,9,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104876.7042,173070.4086,33.53727742,126.7100692,2000,Hanjin Industry
56,Dongbok Bukchon,10,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103843.784,173735.1698,33.52798128,126.7172565,2000,Hanjin Industry
56,Dongbok Bukchon,11,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104084.8938,173603.4591,33.53015186,126.7158315,2000,Hanjin Industry
56,Dongbok Bukchon,12,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104158.2493,173333.7236,33.53080653,126.7129255,2000,Hanjin Industry
56,Dongbok Bukchon,13,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103833.78,173472.9116,33.52788461,126.7144336,2000,Hanjin Industry
56,Dongbok Bukchon,14,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103902.0329,173194.1806,33.52849302,126.711431,2000,Hanjin Industry
56,Dongbok Bukchon,15,15-5,Onshore,"248, Bukchon 12-gil, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104002.0133,172934.5041,33.52938788,126.7086325,2000,Hanjin Industry
57,Yeonggwang Baeksu,20,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298438.2396,140657.8178,35.28075866,126.3477155,2000,Unison
57,Yeonggwang Baeksu,19,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298331.6894,140463.75,35.27978682,126.3455901,2000,Unison
57,Yeonggwang Baeksu,9,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297805.3147,141030.6807,35.27507623,126.3518592,2000,Unison
57,Yeonggwang Baeksu,8,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297861.5379,141263.0183,35.27559662,126.3544086,2000,Unison
57,Yeonggwang Baeksu,7,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297970.8919,141453.1622,35.27659334,126.3564906,2000,Unison
57,Yeonggwang Baeksu,6,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298142.5813,141610.2998,35.27814993,126.3582055,2000,Unison
57,Yeonggwang Baeksu,5,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298185.5534,141841.2913,35.27855067,126.3607413,2000,Unison
57,Yeonggwang Baeksu,4,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298244.6499,142074.4477,35.27909682,126.3632997,2000,Unison
57,Yeonggwang Baeksu,3,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298353.8052,142272.3208,35.28009205,126.3654669,2000,Unison
57,Yeonggwang Baeksu,2,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298584.5058,142398.9176,35.28217861,126.3668422,2000,Unison
57,Yeonggwang Baeksu,1,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298674.7373,142726.4823,35.28301064,126.3704363,2000,Unison
57,Yeonggwang Baeksu,15,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297126.2125,141268.4059,35.26896955,126.3545204,2000,Unison
57,Yeonggwang Baeksu,14,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297257.6351,141466.6549,35.27016565,126.3566898,2000,Unison
57,Yeonggwang Baeksu,13,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297360.5356,141655.6818,35.27110411,126.3587598,2000,Unison
57,Yeonggwang Baeksu,12,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297567.4871,141938.9187,35.27298579,126.361858,2000,Unison
57,Yeonggwang Baeksu,18,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297620.1333,142167.7446,35.27347352,126.3643691,2000,Unison
57,Yeonggwang Baeksu,11,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297806.4845,142439.3901,35.27516873,126.3673416,2000,Unison
57,Yeonggwang Baeksu,17,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",297889.6552,142647.696,35.27593029,126.3696252,2000,Unison
57,Yeonggwang Baeksu,10,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298102.0331,142782.1714,35.27785212,126.3710883,2000,Unison
57,Yeonggwang Baeksu,16,15-5,Onshore,"479, Baeksuro, Sangsa-ri, Baeksu-eup, Yeonggwang-gun, Jeollanam-do",298118.8774,143037.1934,35.27801847,126.3738901,2000,Unison
58,Jeju Gimnyeong,1,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",102871.9398,176656.9355,33.51928702,126.7487346,3000,Alstom(GE)
58,Jeju Gimnyeong,2,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103078.3109,176797.6011,33.52115071,126.7502434,3000,Alstom(GE)
58,Jeju Gimnyeong,3,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103331.882,176886.5827,33.52343881,126.7511946,3000,Alstom(GE)
58,Jeju Gimnyeong,4,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103448.8442,177148.0716,33.52449896,126.7540064,3000,Alstom(GE)
58,Jeju Gimnyeong,5,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103582.0223,177366.2032,33.52570432,126.7563512,3000,Alstom(GE)
58,Jeju Gimnyeong,6,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103714.2817,177587.8835,33.52690144,126.7587342,3000,Alstom(GE)
58,Jeju Gimnyeong,7,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103726.9535,176696.0584,33.52699661,126.7491335,3000,Alstom(GE)
58,Jeju Gimnyeong,8,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",103941.44,176824.7021,33.5289332,126.7505128,3000,Alstom(GE)
58,Jeju Gimnyeong,9,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104096.7515,177033.6567,33.53033799,126.7527582,3000,Alstom(GE)
58,Jeju Gimnyeong,10,15-6,Onshore,"280, Gimsong-ro, Gimnyeong-ri, Gwakwa-eup, Jeju-si, Jeju Special Self-Governing Province",104238.7523,177242.6473,33.53162272,126.7550044,3000,Alstom(GE)
60,GS Yeongyang 1,1,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449700.1766,398294.6148,36.62512094,129.2167406,3300,Vestas
60,GS Yeongyang 1,2,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449558.1031,398010.2601,36.62390071,129.2135273,3300,Vestas
60,GS Yeongyang 1,3,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449409.4213,397745.0642,36.62261691,129.2105265,3300,Vestas
60,GS Yeongyang 1,4,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449754.1274,397424.54,36.62578728,129.2070344,3300,Vestas
60,GS Yeongyang 1,5,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449219.7753,397820.0929,36.62089365,129.2113158,3300,Vestas
60,GS Yeongyang 1,6,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",449000.0885,397894.7462,36.61889995,129.2120932,3300,Vestas
60,GS Yeongyang 1,7,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",448789.762,397890.1177,36.61700699,129.2119874,3300,Vestas
60,GS Yeongyang 1,8,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",448567.5942,397941.797,36.61499572,129.2125075,3300,Vestas
60,GS Yeongyang 1,9,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",448329.0195,398022.8497,36.61283061,129.2133514,3300,Vestas
60,GS Yeongyang 1,10,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",448113.7728,398070.3801,36.61088252,129.2138269,3300,Vestas
60,GS Yeongyang 1,11,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447859.334,398014.6125,36.60860296,129.2131385,3300,Vestas
60,GS Yeongyang 1,12,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447667.5206,397889.466,36.6069017,129.2116914,3300,Vestas
60,GS Yeongyang 1,13,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447871.9016,398521.9069,36.60861071,129.2188077,3300,Vestas
60,GS Yeongyang 1,14,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",448257.2612,398566.939,36.61207137,129.2194102,3300,Vestas
60,GS Yeongyang 1,15,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447651.5263,398515.4845,36.60662765,129.2186791,3300,Vestas
60,GS Yeongyang 1,16,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447459.7526,398584.5497,36.60488643,129.219401,3300,Vestas
60,GS Yeongyang 1,17,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",447057.7133,398748.0921,36.60123216,129.2211237,3300,Vestas
60,GS Yeongyang 1,18,15-8,Onshore,"183-54, Munemi-gil, Munchang-ri, Yeongyang-eup, Yeongyang-gun, Gyeongsangbuk-do",446957.5451,398504.9088,36.60038079,129.218382,3300,Vestas
61,Gunsan industrial complex,1,15-9,Onshore,"1372, Oehang-ro, Bieungdo-dong, Gunsan-si, Jeollabuk-do (Lots 19, 21, 22, 23, 24, 35, Bieungdo-dong)",372894.847,157395.3993,35.95265899,126.5277587,1650,Hyundai Electric
61,Gunsan industrial complex,2,15-9,Onshore,"1372, Oehang-ro, Bieungdo-dong, Gunsan-si, Jeollabuk-do (Lots 19, 21, 22, 23, 24, 35, Bieungdo-dong)",372753.7599,157391.2924,35.95138732,126.5277207,1650,Hyundai Electric
